call_id,call_date,time_recvd,time_left,call_duration_minutes,volunteer_id,reason_id,volunteer_name_raw,reason_name_raw,date_key,cleaning_notes
800246,2021-02-03,11:48:00,12:00:00,12,9540,7,Parker I,Information,2021-02-03,""
800247,2021-02-03,09:04:00,09:26:00,22,9540,8,Parker I,Information,2021-02-03,""
800249,2021-02-03,11:25:00,11:45:00,20,9570,2,Rowan T,Supply Run,2021-02-03,""
800252,2021-02-03,08:47:00,08:58:00,11,9570,3,Rowan T,Translation Support,2021-02-03,""
800253,2021-02-03,08:57:00,09:23:00,26,9570,6,Rowan T,Wheelchair Assist,2021-02-03,""
800254,2021-02-03,08:48:00,09:04:00,16,9570,7,Rowan T,Patient Support,2021-02-03,""
800255,2021-02-03,11:31:00,12:00:00,29,9570,3,Rowan T,Wheelchair Assist,2021-02-03,""
800261,2021-02-03,14:11:00,14:47:00,36,9548,1,Taylor C,Wheelchair Assist,2021-02-03,""
800264,2021-02-03,13:51:00,14:12:00,21,9548,6,Taylor C,Supply Run,2021-02-03,""
800265,2021-02-03,16:03:00,16:32:00,29,9548,2,Taylor C,Patient Support,2021-02-03,""
800266,2021-02-03,16:16:00,16:22:00,6,9548,5,Taylor C,Information,2021-02-03,""
800267,2021-02-03,14:55:00,15:02:00,7,9548,2,Taylor C,Information,2021-02-03,""
800270,2021-02-03,16:14:00,16:23:00,9,9548,8,Taylor C,Other,2021-02-03,""
800271,2021-02-03,15:48:00,15:58:00,10,9548,2,Taylor C,Patient Support,2021-02-03,""
800273,2021-02-03,16:32:00,16:58:00,26,9548,6,Taylor C,Information,2021-02-03,""
800276,2021-02-08,14:52:00,15:26:00,34,9540,1,Parker I,Patient Support,2021-02-08,""
800279,2021-02-08,13:25:00,13:44:00,19,9540,3,Parker I,Other,2021-02-08,""
800283,2021-02-08,15:29:00,15:59:00,30,9540,3,Parker I,Escort,2021-02-08,""
800284,2021-02-08,13:15:00,13:47:00,32,9516,1,Jordan V,Wayfinding,2021-02-08,""
800286,2021-02-08,13:53:00,14:09:00,16,9516,5,Jordan V,Information,2021-02-08,""
800292,2021-02-08,13:36:00,13:56:00,20,9516,3,Jordan V,Other,2021-02-08,""
800293,2021-02-08,16:47:00,16:53:00,6,9516,5,Jordan V,Wheelchair Assist,2021-02-08,""
800295,2021-02-09,10:28:00,10:45:00,17,9508,1,Emerson K,Supply Run,2021-02-09,""
800300,2021-02-09,09:44:00,10:06:00,22,9508,4,Emerson K,Translation Support,2021-02-09,""
800301,2021-02-09,08:21:00,08:29:00,8,9508,4,Emerson K,Wheelchair Assist,2021-02-09,""
800303,2021-02-09,10:04:00,10:44:00,40,9508,5,Emerson K,Wayfinding,2021-02-09,""
800304,2021-02-09,08:17:00,08:55:00,38,9508,4,Emerson K,Information,2021-02-09,""
800305,2021-02-09,11:33:00,12:00:00,27,9508,2,Emerson K,Wayfinding,2021-02-09,""
800310,2021-02-11,09:16:00,09:51:00,35,9548,2,Taylor C,Patient Support,2021-02-11,""
800314,2021-02-11,09:19:00,09:53:00,34,9548,7,Taylor C,Wheelchair Assist,2021-02-11,""
800317,2021-02-11,08:38:00,09:15:00,37,9548,8,Taylor C,Translation Support,2021-02-11,""
800320,2021-02-11,10:43:00,11:10:00,27,9548,2,Taylor C,Other,2021-02-11,""
800322,2021-02-11,08:11:00,08:41:00,30,9570,7,Rowan T,Information,2021-02-11,""
800325,2021-02-11,11:18:00,11:49:00,31,9570,7,Rowan T,Supply Run,2021-02-11,""
800326,2021-02-11,11:21:00,11:41:00,20,9570,4,Rowan T,Information,2021-02-11,""
800327,2021-02-11,08:20:00,08:58:00,38,9570,1,Rowan T,Information,2021-02-11,""
800328,2021-02-11,08:55:00,09:07:00,12,9570,1,Rowan T,Wayfinding,2021-02-11,""
800330,2021-02-11,08:31:00,09:05:00,34,9570,7,Rowan T,Wayfinding,2021-02-11,""
800334,2021-02-15,14:45:00,15:03:00,18,9548,4,Taylor C,Escort,2021-02-15,""
800336,2021-02-15,13:17:00,13:40:00,23,9548,3,Taylor C,Patient Support,2021-02-15,""
800340,2021-02-15,14:01:00,14:29:00,28,9548,3,Taylor C,Translation Support,2021-02-15,""
800345,2021-02-15,15:04:00,15:42:00,38,9548,5,Taylor C,Other,2021-02-15,""
800348,2021-02-15,15:30:00,16:09:00,39,9548,6,Taylor C,Escort,2021-02-15,""
800350,2021-02-15,13:29:00,14:00:00,31,9540,7,Parker I,Wayfinding,2021-02-15,""
800354,2021-02-15,13:20:00,13:33:00,13,9540,6,Parker I,Patient Support,2021-02-15,""
800358,2021-02-15,16:02:00,16:20:00,18,9540,4,Parker I,Other,2021-02-15,""
800360,2021-02-16,09:10:00,09:44:00,34,9543,5,Finley R,Information,2021-02-16,""
800362,2021-02-16,08:58:00,09:14:00,16,9543,6,Finley R,Patient Support,2021-02-16,""
800366,2021-02-16,11:48:00,12:00:00,12,9543,1,Finley R,Escort,2021-02-16,""
800367,2021-02-16,09:03:00,09:33:00,30,9543,5,Finley R,Wheelchair Assist,2021-02-16,""
800368,2021-02-16,10:04:00,10:34:00,30,9543,3,Finley R,Supply Run,2021-02-16,""
800369,2021-02-16,08:22:00,08:35:00,13,9543,8,Finley R,Information,2021-02-16,""
800371,2021-02-16,10:11:00,10:49:00,38,9543,3,Finley R,Escort,2021-02-16,""
800372,2021-02-16,08:06:00,08:41:00,35,9543,3,Finley R,Other,2021-02-16,""
800377,2021-02-16,09:59:00,10:26:00,27,9570,4,Rowan T,Wayfinding,2021-02-16,""
800379,2021-02-16,09:14:00,09:33:00,19,9570,2,Rowan T,Wayfinding,2021-02-16,""
800390,2021-02-16,14:04:00,14:18:00,14,9516,1,Jordan V,Patient Support,2021-02-16,""
800392,2021-02-16,13:51:00,14:02:00,11,9516,8,Jordan V,Information,2021-02-16,""
800397,2021-02-16,13:54:00,14:20:00,26,9516,1,Jordan V,Escort,2021-02-16,""
800402,2021-02-16,16:30:00,16:46:00,16,9516,3,Jordan V,Translation Support,2021-02-16,""
800404,2021-02-16,13:56:00,14:12:00,16,9516,3,Jordan V,Other,2021-02-16,""
800405,2021-02-16,14:20:00,14:53:00,33,9508,7,Emerson K,Translation Support,2021-02-16,""
800407,2021-02-16,13:11:00,13:43:00,32,9508,3,Emerson K,Wayfinding,2021-02-16,""
800412,2021-02-16,14:48:00,15:07:00,19,9508,1,Emerson K,Wheelchair Assist,2021-02-16,""
800413,2021-02-16,14:33:00,15:13:00,40,9508,2,Emerson K,Escort,2021-02-16,""
800415,2021-02-16,15:39:00,15:59:00,20,9508,3,Emerson K,Supply Run,2021-02-16,""
800417,2021-02-16,15:43:00,16:03:00,20,9508,5,Emerson K,Wheelchair Assist,2021-02-16,""
800421,2021-02-22,08:24:00,08:36:00,12,9570,4,Rowan T,Patient Support,2021-02-22,""
800423,2021-02-22,08:18:00,08:37:00,19,9570,7,Rowan T,Other,2021-02-22,""
800425,2021-02-22,08:04:00,08:35:00,31,9570,7,Rowan T,Patient Support,2021-02-22,""
800432,2021-02-22,08:24:00,09:04:00,40,9570,4,Rowan T,Wayfinding,2021-02-22,""
800433,2021-02-22,09:50:00,10:20:00,30,9570,1,Rowan T,Translation Support,2021-02-22,""
800434,2021-02-22,09:16:00,09:44:00,28,9516,8,Jordan V,Wayfinding,2021-02-22,""
800437,2021-02-22,10:24:00,10:32:00,8,9516,5,Jordan V,Wheelchair Assist,2021-02-22,""
800439,2021-02-22,10:23:00,10:35:00,12,9516,3,Jordan V,Translation Support,2021-02-22,""
800440,2021-02-22,11:35:00,11:55:00,20,9516,7,Jordan V,Wheelchair Assist,2021-02-22,""
800447,2021-02-22,13:50:00,14:24:00,34,9508,1,Emerson K,Patient Support,2021-02-22,""
800449,2021-02-22,14:21:00,14:29:00,8,9508,4,Emerson K,Wayfinding,2021-02-22,""
800450,2021-02-22,16:35:00,16:50:00,15,9508,3,Emerson K,Other,2021-02-22,""
800451,2021-02-22,15:38:00,15:52:00,14,9508,5,Emerson K,Wheelchair Assist,2021-02-22,""
800456,2021-02-22,13:41:00,13:54:00,13,9508,6,Emerson K,Patient Support,2021-02-22,""
800457,2021-02-22,14:58:00,15:14:00,16,9508,7,Emerson K,Escort,2021-02-22,""
800460,2021-02-22,15:30:00,16:07:00,37,9548,1,Taylor C,Supply Run,2021-02-22,""
800462,2021-02-22,15:25:00,15:32:00,7,9548,3,Taylor C,Escort,2021-02-22,""
800463,2021-02-22,13:21:00,13:56:00,35,9548,8,Taylor C,Escort,2021-02-22,""
800464,2021-02-22,13:45:00,13:51:00,6,9548,2,Taylor C,Patient Support,2021-02-22,""
800466,2021-02-22,14:58:00,15:04:00,6,9548,6,Taylor C,Translation Support,2021-02-22,""
800469,2021-02-22,15:17:00,15:50:00,33,9548,2,Taylor C,Escort,2021-02-22,""
800474,2021-02-24,09:57:00,10:02:00,5,9543,5,Finley R,Escort,2021-02-24,""
800475,2021-02-24,11:06:00,11:11:00,5,9543,4,Finley R,Translation Support,2021-02-24,""
800476,2021-02-24,09:11:00,09:45:00,34,9543,2,Finley R,Wayfinding,2021-02-24,""
800478,2021-02-24,11:07:00,11:28:00,21,9543,7,Finley R,Escort,2021-02-24,""
800479,2021-02-24,11:43:00,12:00:00,17,9543,3,Finley R,Information,2021-02-24,""
800481,2021-02-24,08:58:00,09:24:00,26,9543,2,Finley R,Other,2021-02-24,""
800484,2021-02-24,15:36:00,15:48:00,12,9540,7,Parker I,Supply Run,2021-02-24,""
800486,2021-02-24,14:20:00,14:55:00,35,9540,7,Parker I,Supply Run,2021-02-24,""
800488,2021-02-24,14:49:00,15:22:00,33,9540,2,Parker I,Supply Run,2021-02-24,""
800490,2021-02-24,13:15:00,13:20:00,5,9540,1,Parker I,Patient Support,2021-02-24,""
800491,2021-02-24,14:57:00,15:10:00,13,9540,4,Parker I,Wayfinding,2021-02-24,""
800493,2021-02-24,13:55:00,14:01:00,6,9540,4,Parker I,Wheelchair Assist,2021-02-24,""
800494,2021-02-24,15:59:00,16:26:00,27,9540,1,Parker I,Translation Support,2021-02-24,""
800498,2021-02-24,14:32:00,14:37:00,5,9540,5,Parker I,Patient Support,2021-02-24,""
800501,2021-03-01,08:49:00,09:10:00,21,9508,4,Emerson K,Wheelchair Assist,2021-03-01,""
800511,2021-03-02,08:39:00,08:59:00,20,9540,1,Parker I,Other,2021-03-02,""
800514,2021-03-02,08:49:00,09:18:00,29,9540,8,Parker I,Wayfinding,2021-03-02,""
800515,2021-03-02,09:01:00,09:13:00,12,9570,7,Rowan T,Information,2021-03-02,""
800517,2021-03-02,11:26:00,11:48:00,22,9570,7,Rowan T,Supply Run,2021-03-02,""
800519,2021-03-08,11:34:00,12:00:00,26,9516,4,Jordan V,Escort,2021-03-08,""
800521,2021-03-08,10:20:00,10:38:00,18,9516,4,Jordan V,Supply Run,2021-03-08,""
800522,2021-03-08,08:10:00,08:42:00,32,9516,3,Jordan V,Wayfinding,2021-03-08,""
800523,2021-03-08,08:50:00,09:04:00,14,9516,8,Jordan V,Translation Support,2021-03-08,""
800524,2021-03-08,09:54:00,10:13:00,19,9516,8,Jordan V,Information,2021-03-08,""
800530,2021-03-09,09:43:00,10:02:00,19,9548,1,Taylor C,Translation Support,2021-03-09,""
800534,2021-03-09,09:55:00,10:01:00,6,9548,3,Taylor C,Other,2021-03-09,""
800536,2021-03-09,10:47:00,10:53:00,6,9548,5,Taylor C,Information,2021-03-09,""
800537,2021-03-09,14:18:00,14:55:00,37,9508,7,Emerson K,Wheelchair Assist,2021-03-09,""
800540,2021-03-09,14:45:00,15:15:00,30,9508,5,Emerson K,Escort,2021-03-09,""
800541,2021-03-09,14:09:00,14:16:00,7,9508,1,Emerson K,Other,2021-03-09,""
800542,2021-03-09,16:31:00,17:00:00,29,9508,6,Emerson K,Escort,2021-03-09,""
800543,2021-03-09,16:22:00,16:50:00,28,9543,7,Finley R,Information,2021-03-09,""
800546,2021-03-09,14:49:00,15:18:00,29,9543,7,Finley R,Translation Support,2021-03-09,""
800548,2021-03-09,13:18:00,13:51:00,33,9543,5,Finley R,Wheelchair Assist,2021-03-09,""
800549,2021-03-09,16:21:00,16:29:00,8,9543,8,Finley R,Translation Support,2021-03-09,""
800551,2021-03-10,09:16:00,09:27:00,11,9542,8,Casey O,Information,2021-03-10,""
800553,2021-03-10,09:28:00,09:59:00,31,9542,1,Casey O,Wayfinding,2021-03-10,""
800555,2021-03-15,10:26:00,10:46:00,20,9557,8,Reese N,Translation Support,2021-03-15,""
800557,2021-03-15,08:01:00,08:34:00,33,9557,7,Reese N,Wayfinding,2021-03-15,""
800558,2021-03-15,09:46:00,10:05:00,19,9557,7,Reese N,Wheelchair Assist,2021-03-15,""
800563,2021-03-15,11:25:00,11:40:00,15,9570,4,Rowan T,Escort,2021-03-15,""
800565,2021-03-15,11:07:00,11:22:00,15,9570,5,Rowan T,Information,2021-03-15,""
800568,2021-03-15,14:18:00,14:58:00,40,9543,2,Finley R,Supply Run,2021-03-15,""
800571,2021-03-15,15:37:00,16:11:00,34,9543,6,Finley R,Escort,2021-03-15,""
800572,2021-03-15,14:26:00,15:04:00,38,9543,1,Finley R,Escort,2021-03-15,""
800575,2021-03-15,16:05:00,16:12:00,7,9540,7,Parker I,Other,2021-03-15,""
800578,2021-03-17,14:52:00,15:03:00,11,9516,4,Jordan V,Escort,2021-03-17,""
800579,2021-03-17,15:58:00,16:32:00,34,9516,4,Jordan V,Other,2021-03-17,""
800581,2021-03-17,16:20:00,16:35:00,15,9516,1,Jordan V,Wheelchair Assist,2021-03-17,""
800583,2021-03-17,15:21:00,15:55:00,34,9548,2,Taylor C,Supply Run,2021-03-17,""
800588,2021-03-18,08:11:00,08:32:00,21,9508,5,Emerson K,Other,2021-03-18,""
800590,2021-03-18,09:50:00,10:16:00,26,9508,7,Emerson K,Information,2021-03-18,""
800591,2021-03-18,10:33:00,11:08:00,35,9508,2,Emerson K,Supply Run,2021-03-18,""
800596,2021-03-18,08:19:00,08:40:00,21,9542,2,Casey O,Other,2021-03-18,""
800599,2021-03-22,11:12:00,11:34:00,22,9548,5,Taylor C,Patient Support,2021-03-22,""
800601,2021-03-22,10:26:00,10:42:00,16,9548,8,Taylor C,Wheelchair Assist,2021-03-22,""
800603,2021-03-22,10:58:00,11:12:00,14,9548,2,Taylor C,Escort,2021-03-22,""
800605,2021-03-22,10:01:00,10:27:00,26,9548,5,Taylor C,Patient Support,2021-03-22,""
800607,2021-03-22,13:10:00,13:39:00,29,9516,7,Jordan V,Escort,2021-03-22,""
800609,2021-03-22,16:26:00,16:38:00,12,9516,8,Jordan V,Translation Support,2021-03-22,""
800610,2021-03-22,15:48:00,15:59:00,11,9516,7,Jordan V,Information,2021-03-22,""
800611,2021-03-22,16:04:00,16:41:00,37,9516,6,Jordan V,Information,2021-03-22,""
800612,2021-03-22,13:02:00,13:08:00,6,9540,5,Parker I,Information,2021-03-22,""
800616,2021-03-23,14:08:00,14:26:00,18,9542,1,Casey O,Other,2021-03-23,""
800618,2021-03-23,15:14:00,15:34:00,20,9542,1,Casey O,Wheelchair Assist,2021-03-23,""
800619,2021-03-23,14:36:00,15:11:00,35,9542,2,Casey O,Translation Support,2021-03-23,""
800623,2021-03-26,09:17:00,09:46:00,29,9543,2,Finley R,Patient Support,2021-03-26,""
800625,2021-03-29,09:15:00,09:45:00,30,9557,7,Reese N,Patient Support,2021-03-29,""
800640,2021-03-31,11:02:00,11:27:00,25,9570,1,Rowan T,Escort,2021-03-31,""
800641,2021-03-31,08:30:00,08:49:00,19,9570,4,Rowan T,Escort,2021-03-31,""
800642,2021-04-01,08:06:00,08:21:00,15,9516,2,Jordan V,Information,2021-04-01,""
800643,2021-04-01,08:51:00,09:03:00,12,9516,3,Jordan V,Translation Support,2021-04-01,""
800645,2021-04-01,08:17:00,08:23:00,6,9516,1,Jordan V,Patient Support,2021-04-01,""
800646,2021-04-01,08:58:00,09:03:00,5,9516,4,Jordan V,Other,2021-04-01,""
800647,2021-04-01,10:06:00,10:34:00,28,9543,8,Finley R,Supply Run,2021-04-01,""
800649,2021-04-01,10:35:00,11:07:00,32,9543,8,Finley R,Wayfinding,2021-04-01,""
800654,2021-04-05,15:41:00,15:53:00,12,9516,1,Jordan V,Other,2021-04-05,""
800656,2021-04-05,14:41:00,14:55:00,14,9516,2,Jordan V,Escort,2021-04-05,""
800659,2021-04-06,09:26:00,09:31:00,5,9508,2,Emerson K,Escort,2021-04-06,""
800660,2021-04-06,08:45:00,09:06:00,21,9508,7,Emerson K,Wayfinding,2021-04-06,""
800661,2021-04-06,09:51:00,10:03:00,12,9508,6,Emerson K,Wheelchair Assist,2021-04-06,""
800662,2021-04-06,10:56:00,11:36:00,40,9508,2,Emerson K,Translation Support,2021-04-06,""
800663,2021-04-06,10:44:00,11:14:00,30,9508,3,Emerson K,Information,2021-04-06,""
800664,2021-04-06,09:41:00,10:21:00,40,9508,8,Emerson K,Supply Run,2021-04-06,""
800676,2021-04-06,13:06:00,13:35:00,29,9570,5,Rowan T,Wheelchair Assist,2021-04-06,""
800678,2021-04-06,14:09:00,14:19:00,10,9543,2,Finley R,Escort,2021-04-06,""
800679,2021-04-06,13:58:00,14:25:00,27,9543,1,Finley R,Translation Support,2021-04-06,""
800681,2021-04-06,13:48:00,14:24:00,36,9543,5,Finley R,Information,2021-04-06,""
800682,2021-04-07,08:22:00,08:44:00,22,9540,2,Parker I,Translation Support,2021-04-07,""
800684,2021-04-07,08:45:00,08:51:00,6,9540,7,Parker I,Escort,2021-04-07,""
800691,2021-04-12,08:39:00,08:44:00,5,9540,1,Parker I,Escort,2021-04-12,""
800692,2021-04-12,10:55:00,11:06:00,11,9540,2,Parker I,Patient Support,2021-04-12,""
800694,2021-04-12,10:56:00,11:13:00,17,9540,7,Parker I,Escort,2021-04-12,""
800701,2021-04-13,09:50:00,10:11:00,21,9508,4,Emerson K,Other,2021-04-13,""
800703,2021-04-13,09:39:00,09:59:00,20,9508,6,Emerson K,Wheelchair Assist,2021-04-13,""
800704,2021-04-13,09:17:00,09:38:00,21,9516,2,Jordan V,Escort,2021-04-13,""
800708,2021-04-13,08:45:00,09:18:00,33,9516,3,Jordan V,Information,2021-04-13,""
800711,2021-04-14,09:51:00,10:08:00,17,9543,6,Finley R,Other,2021-04-14,""
800719,2021-04-15,16:39:00,17:00:00,21,9548,2,Taylor C,Wayfinding,2021-04-15,""
800721,2021-04-15,14:20:00,15:00:00,40,9570,6,Rowan T,Wheelchair Assist,2021-04-15,""
800723,2021-04-15,15:47:00,16:07:00,20,9570,7,Rowan T,Information,2021-04-15,""
800724,2021-04-15,16:08:00,16:21:00,13,9570,2,Rowan T,Wayfinding,2021-04-15,""
800729,2021-04-19,13:10:00,13:24:00,14,9543,2,Finley R,Escort,2021-04-19,""
800733,2021-04-19,14:31:00,15:07:00,36,9543,1,Finley R,Wheelchair Assist,2021-04-19,""
800735,2021-04-19,16:00:00,16:13:00,13,9543,7,Finley R,Supply Run,2021-04-19,""
800737,2021-04-19,15:53:00,16:19:00,26,9516,8,Jordan V,Wayfinding,2021-04-19,""
800741,2021-04-20,11:41:00,12:00:00,19,9508,7,Emerson K,Other,2021-04-20,""
800742,2021-04-20,09:15:00,09:29:00,14,9508,6,Emerson K,Information,2021-04-20,""
800745,2021-04-20,08:05:00,08:36:00,31,9508,3,Emerson K,Wheelchair Assist,2021-04-20,""
